Row ID,Predicted
1,2.3101615370230877
2,2.3101615370230877
3,2.3101615370230877
4,2.270968398918198
5,2.5022291421429985
6,6.545807709476287
7,6.613957302523337
8,6.803158660561599
9,3.5448802542019924
10,3.345950609939283
11,12.214775706258843
12,13.02689838955171
13,15.442161597708091
14,15.697128245467438
15,16.139974550595312
16,5.645300454812553
17,3.6470663769430938
18,2.519635678346075
19,2.4788313595676366
20,2.290889518369383
21,2.4848748370185656
22,2.2665464717592734
23,2.278802130182138
24,2.278802130182138
25,2.278802130182138
26,2.28133979101168
27,2.28133979101168
28,2.2421466529067904
29,2.473407396131591
30,6.51698596346488
31,6.58513555651193
32,6.810602243303874
33,3.5568628269690232
34,3.3579331827063137
35,12.161449005722712
36,12.977589094944392
37,15.442161597708091
38,15.697128245467438
39,16.139974550595312
40,5.645300454812553
41,3.6470663769430938
42,2.501064300863439
43,2.4602599820850006
44,2.290889518369383
45,2.4848748370185656
46,2.2527201849619907
47,2.2649758433848555
48,2.2649758433848555
49,2.2649758433848555
50,2.2675135042143975
51,2.2675135042143975
52,2.2283203661095077
53,2.473407396131591
54,7.3534424832216905
55,7.42159207626874
56,7.818465920086049
57,3.5568628269690232
58,3.3579331827063137
59,12.161449005722712
60,12.977589094944392
61,15.58840000998135
62,16.633773683024728
63,16.22195231731063
64,5.694315577101051
65,3.6105514333529625
66,2.504348529401699
67,2.4982649770687253
68,2.3271363913344585
69,2.4813225378552497
70,2.2491678857986748
71,2.2614235442215396
72,2.2614235442215396
73,2.2614235442215396
74,2.2639612050510816
75,2.2639612050510816
76,2.224768066946192
77,2.469855096968275
78,7.349890184058374
79,7.419797899124072
80,7.781950976495917
81,3.520347883378892
82,3.4069483049948146
83,12.243426772438028
84,13.1249775976539
85,15.586638164762709
86,16.63201183780609
87,16.22019047209199
88,5.692553731882411
89,3.6087895881343224
90,2.502586684183059
91,2.496503131850085
92,2.3253745461158184
93,2.4795606926366096
94,2.2474060405800347
95,2.2596616990028995
96,2.2596616990028995
97,2.2596616990028995
98,2.268754935279413
99,2.268754935279413
100,2.229561797174523
101,2.4746488271966065
102,7.3546839142867055
103,7.4245916293524035
104,7.786744706724249
105,3.5251416136072233
106,3.6318852483656276
107,12.356982111375382
108,13.184351749236386
109,15.239499191422484
110,16.84968534332665
111,16.22019047209199
112,5.692553731882411
113,3.6087895881343224
114,2.502586684183059
115,2.496503131850085
116,2.3253745461158184
117,2.4795606926366096
118,2.2474060405800347
119,2.2596616990028995
120,2.2596616990028995
121,2.2596616990028995
122,2.268754935279413
123,2.268754935279413
124,2.229561797174523
125,2.4746488271966065
126,7.3546839142867055
127,7.4245916293524035
128,7.786744706724249
129,3.5251416136072233
130,3.6318852483656276
131,12.356982111375382
132,13.402025254756952
133,14.97302778334798
134,15.436243997362956
135,16.149634883630913
136,5.62199814342134
137,3.1690769216565924
138,2.0361139060935733
139,2.0300303537605986
140,1.8589017680263324
141,2.0398480261588787
142,1.8046996266348152
143,1.8169552850576802
144,1.8169552850576802
145,1.8169552850576802
146,1.8194929458872227
147,1.8194929458872227
148,1.7802998077823322
149,2.028380585271904
150,7.250500021804581
151,7.320407736870279
152,7.682560814242124
153,3.078873371682522
154,3.1295740561815846
155,11.966052523624798
156,13.250596960378966
157,14.941018008923523
158,15.543123630023095
159,16.139974550595312
160,5.612337810385737
