time,power,trend,month_sin,month_cos,day_sin,day_cos,hour_sin,hour_cos,is_weekend
2020-01-01 00:00:00,0.0,0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.0,1.0,0
2020-01-01 01:00:00,0.0,1,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.25881904510252074,0.9659258262890683,0
2020-01-01 02:00:00,0.0,2,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0
2020-01-01 03:00:00,0.0,3,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.7071067811865475,0.7071067811865476,0
2020-01-01 04:00:00,0.0,4,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.8660254037844386,0.5000000000000001,0
2020-01-01 05:00:00,0.0,5,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.9659258262890683,0.25881904510252074,0
2020-01-01 06:00:00,0.0,6,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,1.0,6.123233995736766e-17,0
2020-01-01 07:00:00,0.0,7,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.9659258262890683,-0.25881904510252063,0
2020-01-01 08:00:00,0.0,8,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.8660254037844387,-0.4999999999999998,0
2020-01-01 09:00:00,1.8965062784753866,9,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.7071067811865476,-0.7071067811865475,0
2020-01-01 10:00:00,6.404711634626071,10,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.49999999999999994,-0.8660254037844387,0
2020-01-01 11:00:00,6.404711634626071,11,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.258819045102521,-0.9659258262890682,0
2020-01-01 12:00:00,6.404711634626071,12,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,1.2246467991473532e-16,-1.0,0
2020-01-01 13:00:00,6.404711634626071,13,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,-0.2588190451025208,-0.9659258262890683,0
2020-01-01 14:00:00,4.504647183020336,14,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,-0.4999999999999997,-0.8660254037844388,0
2020-01-01 15:00:00,0.0,15,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,-0.7071067811865471,-0.7071067811865479,0
2020-01-01 16:00:00,0.0,16,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,-0.8660254037844384,-0.5000000000000004,0
2020-01-01 17:00:00,0.0,17,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,-0.9659258262890683,-0.25881904510252063,0
2020-01-01 18:00:00,1.5898798065853097,18,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,-1.0,-1.8369701987210297e-16,0
2020-01-01 19:00:00,2.418590278089483,19,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,-0.9659258262890684,0.2588190451025203,0
