Row ID,Predicted
1,1.4101615370230882
2,1.4101615370230882
3,1.4101615370230882
4,1.370968398918198
5,1.6022291421429986
6,5.645807709476287
7,5.713957302523337
8,5.903158660561599
9,2.6448802542019925
10,2.445950609939283
11,11.314775706258844
12,12.126898389551709
13,14.542161597708091
14,14.797128245467437
15,15.239974550595312
16,4.745300454812552
17,2.747066376943094
18,1.619635678346075
19,1.578831359567637
20,1.390889518369383
21,1.5848748370185657
22,1.3665464717592735
23,1.3788021301821383
24,1.3788021301821383
25,1.3788021301821383
26,1.3813397910116803
27,1.3813397910116803
28,1.3421466529067905
29,1.573407396131591
30,5.61698596346488
31,5.68513555651193
32,5.910602243303874
33,2.6568628269690233
34,2.457933182706314
35,11.261449005722712
36,12.077589094944392
37,14.542161597708091
38,14.797128245467437
39,15.239974550595312
40,4.745300454812552
41,2.747066376943094
42,1.601064300863439
43,1.5602599820850007
44,1.390889518369383
45,1.5848748370185657
46,1.3527201849619908
47,1.3649758433848556
48,1.3649758433848556
49,1.3649758433848556
50,1.367513504214397
51,1.367513504214397
52,1.3283203661095082
53,1.573407396131591
54,6.453442483221689
55,6.52159207626874
56,6.9184659200860485
57,2.6568628269690233
58,2.457933182706314
59,11.261449005722712
60,12.077589094944392
61,14.688400009981349
62,15.733773683024728
63,15.32195231731063
64,4.794315577101051
65,2.7105514333529626
66,1.6043485294016993
67,1.5982649770687254
68,1.4271363913344586
69,1.5813225378552498
70,1.3491678857986749
71,1.36142354422154
72,1.36142354422154
73,1.36142354422154
74,1.3639612050510816
75,1.3639612050510816
76,1.3247680669461919
77,1.5698550969682752
78,6.449890184058374
79,6.519797899124072
80,6.881950976495917
81,2.620347883378892
82,2.5069483049948147
83,11.343426772438027
84,12.224977597653899
85,14.686638164762707
86,15.73201183780609
87,15.320190472091989
88,4.7925537318824105
89,2.7087895881343216
90,1.6025866841830592
91,1.5965031318500853
92,1.4253745461158185
93,1.5795606926366097
94,1.3474060405800348
95,1.3596616990028996
96,1.3596616990028996
97,1.3596616990028996
98,1.368754935279413
99,1.368754935279413
100,1.3295617971745233
101,1.5746488271966066
102,6.454683914286705
103,6.524591629352403
104,6.886744706724248
105,2.625141613607224
106,2.731885248365628
107,11.456982111375382
108,12.284351749236386
109,14.339499191422483
110,15.949685343326651
111,15.320190472091989
112,4.7925537318824105
113,2.7087895881343216
114,1.6025866841830592
115,1.5965031318500853
116,1.4253745461158185
117,1.5795606926366097
118,1.3474060405800348
119,1.3596616990028996
120,1.3596616990028996
121,1.3596616990028996
122,1.368754935279413
123,1.368754935279413
124,1.3295617971745233
125,1.5746488271966066
126,6.454683914286705
127,6.524591629352403
128,6.886744706724248
129,2.625141613607224
130,2.731885248365628
131,11.456982111375382
132,12.502025254756951
133,14.07302778334798
134,14.536243997362956
135,15.249634883630913
136,4.72199814342134
137,2.2690769216565925
138,1.1361139060935734
139,1.1300303537605987
140,0.9589017680263324
141,1.1398480261588788
142,0.9046996266348152
143,0.91695528505768
144,0.91695528505768
145,0.91695528505768
146,0.9194929458872229
147,0.9194929458872229
148,0.8802998077823322
149,1.1283805852719042
150,6.350500021804581
151,6.4204077368702785
152,6.782560814242124
153,2.178873371682522
154,2.229574056181585
155,11.066052523624798
156,12.350596960378965
157,14.041018008923524
158,14.643123630023096
159,15.239974550595312
160,4.712337810385737
161,2.7141037325162785
162,1.5811407169532599
163,1.575057164620285
164,1.4039285788860187
165,1.5848748370185657
166,1.3497264374945006
167,1.3619820959173654
168,1.3619820959173654
169,1.3619820959173654
170,1.3645197567469078
171,1.3645197567469078
172,1.3253266186420172
173,1.572921173890875
174,5.980799611181834
175,6.062406568225797
176,6.233692104015275
177,2.623694808467185
178,2.688318070678469
179,11.524796538121684
180,12.340936627343364
181,13.568729845779988
182,14.17083546687956
183,14.645074988954676
184,4.1174382487451
185,2.7141037325162785
186,1.5811407169532599
187,1.575057164620285
188,1.4039285788860187
189,1.5848748370185657
